listing_id,seller_type,dealer_id,make,fuel_type,transmission,vehicle_year,vehicle_age_years,mileage_km,listed_price_eur,base_market_price_eur,price_position_vs_market,photo_count,description_length,is_featured,listing_created_date,listing_delisted_date,is_active
lst_000028429,dealer,dlr_000203,Skoda,diesel,automatic,2015,11,183323,6256.33,6498.04,-0.0372,22,532,0,2024-10-14,2024-11-10,0
lst_000028430,dealer,dlr_000042,Renault,petrol,manual,2016,10,173110,8019.46,7485.0,0.0714,8,718,0,2024-04-02,2024-05-16,0
lst_000028431,dealer,dlr_000147,Audi,diesel,automatic,2018,8,140287,14035.29,13215.1,0.0621,12,284,0,2024-05-14,2024-05-27,0
lst_000028432,private,,Mercedes,electric,automatic,2015,11,230331,8581.36,8324.79,0.0308,11,603,0,2025-12-23,2026-01-20,0
lst_000028433,dealer,dlr_000155,VW,diesel,manual,2022,4,71498,19484.21,19336.23,0.0077,17,563,1,2024-09-02,2024-09-27,0
lst_000028434,dealer,dlr_000104,Renault,petrol,manual,2021,5,95772,14731.65,15242.1,-0.0335,14,30,0,2025-03-13,2025-04-09,0
lst_000028435,dealer,dlr_000246,Peugeot,petrol,manual,2016,10,220096,8241.97,7617.5,0.082,12,553,0,2026-01-15,,1
lst_000028436,dealer,dlr_000110,Audi,petrol,automatic,2022,4,102530,25053.06,23577.21,0.0626,19,294,1,2023-09-08,2023-11-02,0
lst_000028437,dealer,dlr_000142,VW,hybrid,manual,2010,16,272738,4228.87,4192.16,0.0088,11,605,1,2024-01-27,2024-02-20,0
lst_000028438,dealer,dlr_000188,Toyota,diesel,manual,2025,1,0,29642.48,29236.26,0.0139,9,919,0,2025-03-09,2025-05-04,0
lst_000028439,dealer,dlr_000164,Renault,electric,automatic,2011,15,277226,4803.56,4643.89,0.0344,15,597,0,2024-11-21,2024-12-23,0
lst_000028440,private,,VW,petrol,manual,2013,13,218550,6377.17,6577.05,-0.0304,18,433,0,2023-10-25,2023-11-06,0
lst_000028441,dealer,dlr_000027,VW,petrol,manual,2023,3,29175,20949.8,21407.4,-0.0214,13,388,0,2024-04-15,2024-05-04,0
lst_000028442,dealer,dlr_000128,Peugeot,hybrid,automatic,2008,18,327877,3300.89,3162.56,0.0437,14,1033,0,2023-10-28,2023-12-06,0
lst_000028443,dealer,dlr_000078,Ford,diesel,manual,2019,7,120286,12457.41,12598.66,-0.0112,11,298,0,2025-11-02,2026-01-26,0
lst_000028444,dealer,dlr_000078,Toyota,petrol,manual,2024,2,0,24452.9,25238.82,-0.0311,21,305,1,2024-03-17,2024-03-26,0
lst_000028445,dealer,dlr_000177,VW,petrol,manual,2012,14,260517,4874.3,4644.95,0.0494,17,734,1,2023-11-06,2024-01-01,0
lst_000028446,dealer,dlr_000253,BMW,diesel,manual,2022,4,48727,21179.57,22001.89,-0.0374,9,516,0,2024-03-06,2024-03-27,0
lst_000028447,dealer,dlr_000150,Skoda,petrol,automatic,2013,13,240355,6735.3,6538.96,0.03,14,525,0,2025-12-21,2026-01-11,0
lst_000028448,private,,Renault,petrol,manual,2012,14,305375,4477.38,5092.58,-0.1208,17,377,0,2025-10-27,2025-11-18,0
lst_000028449,dealer,dlr_000127,Peugeot,petrol,manual,2014,12,222813,7401.2,6756.83,0.0954,20,585,0,2024-11-27,2024-12-12,0
lst_000028450,dealer,dlr_000080,Hyundai,petrol,automatic,2013,13,272488,5605.37,5411.07,0.0359,8,447,0,2026-01-10,2026-01-27,0
lst_000028451,dealer,dlr_000264,Audi,hybrid,manual,2009,17,319703,5439.84,5223.37,0.0414,15,473,0,2024-02-07,2024-03-15,0
lst_000028452,dealer,dlr_000082,Peugeot,petrol,manual,2013,13,225842,4850.4,4529.2,0.0709,13,942,0,2024-03-08,2024-04-21,0
lst_000028453,dealer,dlr_000170,Audi,diesel,manual,2017,9,141450,13529.64,12395.09,0.0915,11,546,0,2024-10-21,2024-11-30,0
lst_000028454,dealer,dlr_000265,Renault,petrol,automatic,2025,1,0,26252.39,25375.09,0.0346,8,424,0,2023-10-20,2023-11-16,0
lst_000028455,dealer,dlr_000226,Audi,petrol,automatic,2021,5,72544,20187.95,20588.88,-0.0195,12,212,1,2025-03-28,2025-04-29,0
lst_000028456,dealer,dlr_000098,BMW,electric,manual,2011,15,271833,7000.79,7108.3,-0.0151,12,396,1,2025-02-08,2025-02-28,0
lst_000028457,dealer,dlr_000096,Fiat,hybrid,manual,2021,5,59518,16704.73,14737.46,0.1335,14,30,0,2023-11-02,2023-12-02,0
lst_000028458,dealer,dlr_000086,BMW,petrol,automatic,2010,16,298555,5220.91,4915.58,0.0621,17,488,0,2024-06-03,2024-07-17,0
lst_000028459,dealer,dlr_000073,BMW,diesel,manual,2016,10,168750,12317.49,11842.98,0.0401,15,394,1,2025-08-16,2025-09-18,0
lst_000028460,dealer,dlr_000190,BMW,petrol,automatic,2013,13,217465,7121.77,6764.23,0.0529,12,893,1,2024-02-06,2024-02-20,0
lst_000028461,dealer,dlr_000018,BMW,diesel,manual,2020,6,137629,18760.54,19529.91,-0.0394,14,551,0,2023-12-24,2024-01-26,0
lst_000028462,dealer,dlr_000229,Skoda,diesel,manual,2014,12,206560,8394.44,7900.61,0.0625,9,140,0,2025-04-11,2025-05-11,0
lst_000028463,dealer,dlr_000087,Fiat,petrol,automatic,2025,1,23891,22256.66,21889.12,0.0168,14,433,0,2025-09-26,2025-10-18,0
lst_000028464,dealer,dlr_000112,Opel,diesel,manual,2024,2,35500,22526.11,21091.45,0.068,20,913,1,2024-01-23,2024-02-15,0
lst_000028465,dealer,dlr_000089,Fiat,petrol,manual,2022,4,86767,17554.47,16276.69,0.0785,12,683,1,2025-02-24,2025-03-11,0
lst_000028466,dealer,dlr_000273,Peugeot,diesel,automatic,2012,14,285478,5879.16,5542.0,0.0608,17,745,0,2024-01-02,2024-02-10,0
lst_000028467,dealer,dlr_000137,Peugeot,hybrid,manual,2022,4,102048,16708.03,16621.75,0.0052,10,689,1,2023-11-13,2023-12-25,0
lst_000028468,private,,Peugeot,hybrid,manual,2023,3,40325,18776.82,19464.09,-0.0353,15,574,0,2025-08-22,2025-09-15,0
lst_000028469,private,,Ford,diesel,manual,2013,13,237460,6416.41,6112.1,0.0498,21,37,0,2023-12-30,2024-01-31,0
lst_000028470,private,,Ford,diesel,automatic,2018,8,145025,11879.35,11941.16,-0.0052,17,304,0,2025-04-29,2025-06-14,0
lst_000028471,dealer,dlr_000051,Peugeot,petrol,automatic,2013,13,228704,5504.5,5599.97,-0.017,14,760,0,2025-03-29,2025-04-26,0
lst_000028472,dealer,dlr_000226,Toyota,diesel,manual,2018,8,154696,13845.41,12725.09,0.088,18,110,1,2025-10-23,2025-12-12,0
lst_000028473,dealer,dlr_000206,Skoda,diesel,automatic,2008,18,329420,3318.57,3078.71,0.0779,14,492,1,2024-05-14,2024-05-28,0
lst_000028474,dealer,dlr_000218,Audi,petrol,manual,2017,9,137445,14281.72,13998.0,0.0203,15,543,1,2025-04-28,2025-05-22,0
lst_000028475,dealer,dlr_000171,BMW,hybrid,automatic,2012,14,227775,6176.46,5999.67,0.0295,12,607,0,2024-12-02,2024-12-27,0
lst_000028476,private,,Audi,diesel,manual,2018,8,101772,12786.64,12934.58,-0.0114,17,651,0,2023-10-01,2023-10-18,0
lst_000028477,private,,VW,petrol,manual,2018,8,185936,10529.42,10998.1,-0.0426,16,251,0,2023-09-29,2023-10-24,0
lst_000028478,dealer,dlr_000204,Audi,diesel,automatic,2025,1,15955,35763.76,33833.47,0.0571,13,535,1,2025-11-05,2025-11-29,0
lst_000028479,dealer,dlr_000160,Audi,petrol,manual,2013,13,222224,6058.64,5377.34,0.1267,17,92,1,2025-12-26,,1
lst_000028480,dealer,dlr_000167,Mercedes,diesel,manual,2024,2,85355,32851.53,32751.56,0.0031,13,360,0,2024-10-17,2024-11-21,0
lst_000028481,dealer,dlr_000140,Opel,hybrid,manual,2018,8,135108,10080.82,9811.68,0.0274,13,444,0,2024-05-09,2024-06-08,0
lst_000028482,dealer,dlr_000206,VW,petrol,manual,2011,15,299825,5565.73,5177.65,0.075,14,273,0,2025-07-23,2025-08-23,0
lst_000028483,private,,Opel,petrol,automatic,2014,12,175093,6169.45,5707.88,0.0809,12,411,0,2024-02-17,2024-03-05,0
lst_000028484,private,,Renault,diesel,manual,2014,12,235366,6722.19,6189.56,0.0861,12,572,0,2024-03-31,2024-04-19,0
lst_000028485,dealer,dlr_000192,VW,petrol,automatic,2022,4,77968,18538.03,19201.54,-0.0346,15,336,0,2024-11-04,2024-12-05,0
lst_000028486,dealer,dlr_000215,Toyota,diesel,automatic,2010,16,263120,3855.75,3979.78,-0.0312,11,249,1,2025-02-09,2025-03-02,0
lst_000028487,dealer,dlr_000245,VW,hybrid,manual,2010,16,289429,3374.74,3072.85,0.0982,18,701,0,2024-03-06,2024-03-18,0
lst_000028488,dealer,dlr_000037,Mercedes,petrol,manual,2010,16,326335,6113.5,5659.56,0.0802,15,511,0,2024-10-18,2024-11-02,0
lst_000028489,dealer,dlr_000130,Fiat,petrol,manual,2018,8,189966,11356.09,10953.47,0.0368,18,646,1,2025-09-28,2025-10-25,0
lst_000028490,dealer,dlr_000140,Fiat,petrol,manual,2017,9,192082,8836.31,8433.3,0.0478,8,444,1,2023-08-24,2023-10-20,0
lst_000028491,dealer,dlr_000145,BMW,petrol,automatic,2025,1,14385,34399.95,34100.71,0.0088,16,513,0,2024-09-16,2024-09-29,0
lst_000028492,dealer,dlr_000063,Ford,petrol,manual,2013,13,226019,5230.99,5510.37,-0.0507,15,331,0,2023-09-19,2023-10-14,0
lst_000028493,dealer,dlr_000206,Renault,petrol,manual,2022,4,33030,17557.94,16960.27,0.0352,13,437,0,2024-10-23,2024-12-15,0
lst_000028494,private,,Renault,petrol,manual,2011,15,262847,3937.07,4471.82,-0.1196,12,778,0,2026-01-15,,1
lst_000028495,dealer,dlr_000265,BMW,hybrid,manual,2013,13,257476,7076.17,6980.19,0.0138,18,422,0,2024-12-26,2025-02-19,0
lst_000028496,dealer,dlr_000143,Toyota,petrol,automatic,2013,13,290076,5457.99,5439.06,0.0035,18,632,1,2023-10-02,2023-10-21,0
lst_000028497,dealer,dlr_000240,Opel,diesel,automatic,2013,13,230941,5633.33,5307.71,0.0613,17,268,0,2025-08-06,2025-09-07,0
lst_000028498,dealer,dlr_000221,VW,hybrid,automatic,2009,17,306882,3786.79,3735.06,0.0138,12,201,0,2024-11-28,2025-01-11,0
lst_000028499,private,,BMW,petrol,manual,2024,2,12339,29027.38,30768.85,-0.0566,10,744,0,2024-05-14,2024-06-13,0
lst_000028500,dealer,dlr_000029,Peugeot,petrol,automatic,2019,7,186946,10723.26,11348.39,-0.0551,11,488,1,2024-10-22,2024-11-11,0
lst_000028501,dealer,dlr_000206,BMW,diesel,manual,2025,1,15127,32863.85,32733.19,0.004,12,427,0,2023-11-28,2023-12-14,0
lst_000028502,dealer,dlr_000110,Audi,electric,manual,2015,11,166131,9574.71,9901.11,-0.033,13,432,0,2023-12-18,2024-01-25,0
lst_000028503,dealer,dlr_000010,Audi,petrol,automatic,2017,9,206814,13188.28,11850.86,0.1129,13,548,0,2024-12-21,2025-02-18,0
lst_000028504,dealer,dlr_000253,Audi,diesel,automatic,2025,1,28589,37509.99,34155.89,0.0982,13,446,1,2024-10-28,2024-11-13,0
lst_000028505,dealer,dlr_000053,Renault,petrol,automatic,2008,18,279986,2546.62,2299.49,0.1075,14,408,1,2025-10-11,2025-10-25,0
lst_000028506,dealer,dlr_000061,Mercedes,hybrid,automatic,2024,2,23692,32411.96,31892.83,0.0163,13,1178,0,2024-05-02,2024-05-24,0
lst_000028507,private,,Toyota,petrol,manual,2022,4,85599,19814.63,20983.91,-0.0557,19,507,0,2024-06-28,2024-08-04,0
lst_000028508,dealer,dlr_000218,Toyota,petrol,automatic,2010,16,252917,2528.6,2783.51,-0.0916,18,251,0,2023-09-28,2023-10-20,0
lst_000028509,dealer,dlr_000191,VW,diesel,manual,2016,10,168166,8084.13,8065.33,0.0023,14,702,1,2023-10-06,2023-10-30,0
lst_000028510,dealer,dlr_000140,Mercedes,electric,manual,2014,12,212062,8582.83,8632.0,-0.0057,14,188,0,2023-10-04,2023-11-09,0
lst_000028511,dealer,dlr_000161,VW,hybrid,automatic,2014,12,199580,7716.53,7927.43,-0.0266,17,962,1,2023-12-10,2024-01-05,0
lst_000028512,dealer,dlr_000146,Renault,diesel,automatic,2014,12,210475,7156.88,6727.56,0.0638,13,606,1,2023-10-15,2023-11-06,0
lst_000028513,private,,VW,electric,manual,2014,12,194224,8081.41,7938.96,0.0179,8,552,0,2024-07-14,2024-07-30,0
lst_000028514,dealer,dlr_000166,Skoda,hybrid,manual,2025,1,29376,27101.55,26931.02,0.0063,7,850,0,2023-11-12,2023-12-08,0
lst_000028515,dealer,dlr_000229,VW,petrol,manual,2019,7,103361,13834.61,12801.64,0.0807,20,649,1,2025-11-15,2025-12-06,0
lst_000028516,dealer,dlr_000264,BMW,hybrid,manual,2024,2,31035,31956.19,31332.92,0.0199,21,583,0,2025-05-16,2025-06-09,0
lst_000028517,dealer,dlr_000249,Skoda,diesel,automatic,2024,2,52782,26603.82,25022.39,0.0632,8,345,1,2024-10-21,2024-12-28,0
lst_000028518,dealer,dlr_000133,BMW,diesel,manual,2022,4,87569,26917.63,24159.75,0.1142,17,589,1,2026-01-24,,1
lst_000028519,dealer,dlr_000207,Mercedes,petrol,automatic,2022,4,113668,24901.19,24215.8,0.0283,13,490,0,2024-05-26,2024-06-19,0
lst_000028520,dealer,dlr_000001,Audi,diesel,manual,2012,14,287461,5867.04,5727.65,0.0243,17,547,0,2024-02-15,2024-04-05,0
lst_000028521,dealer,dlr_000177,Toyota,diesel,automatic,2011,15,296523,5447.14,5380.46,0.0124,9,360,0,2024-04-29,2024-05-15,0
lst_000028522,dealer,dlr_000089,Hyundai,diesel,automatic,2015,11,197870,6599.25,6755.98,-0.0232,11,248,0,2024-11-29,2024-12-18,0
lst_000028523,dealer,dlr_000170,VW,electric,automatic,2012,14,208467,6213.43,5935.36,0.0469,5,706,0,2023-08-17,2023-09-07,0
lst_000028524,dealer,dlr_000022,Opel,electric,manual,2010,16,291903,4736.24,4487.27,0.0555,15,311,1,2026-01-27,,1
lst_000028525,dealer,dlr_000159,Audi,petrol,automatic,2013,13,245817,9103.07,8893.95,0.0235,22,713,0,2023-10-13,2023-11-02,0
lst_000028526,dealer,dlr_000091,BMW,electric,manual,2018,8,146929,15389.9,14686.86,0.0479,21,627,0,2025-06-24,2025-07-15,0
lst_000028527,dealer,dlr_000055,Mercedes,hybrid,automatic,2011,15,228701,5656.58,5630.08,0.0047,12,30,0,2023-10-28,2023-11-18,0
lst_000028528,private,,Skoda,diesel,manual,2010,16,291830,4863.22,4551.86,0.0684,21,547,0,2025-06-01,2025-07-09,0
lst_000028529,dealer,dlr_000072,Hyundai,hybrid,automatic,2014,12,183889,6168.62,5894.18,0.0466,14,323,0,2024-12-12,2024-12-20,0
lst_000028530,dealer,dlr_000250,Ford,diesel,manual,2017,9,136948,9873.28,9902.13,-0.0029,14,469,0,2024-09-30,2024-11-03,0
lst_000028531,dealer,dlr_000030,Toyota,diesel,manual,2013,13,224982,5345.39,5074.38,0.0534,6,217,0,2023-10-07,2023-11-03,0
lst_000028532,dealer,dlr_000107,Renault,diesel,automatic,2010,16,265862,2990.5,3056.33,-0.0215,12,618,0,2025-07-03,2025-08-04,0
lst_000028533,dealer,dlr_000140,Mercedes,petrol,automatic,2024,2,53737,33622.62,31716.65,0.0601,17,245,0,2024-06-07,2024-07-23,0
lst_000028534,dealer,dlr_000083,BMW,petrol,automatic,2010,16,291444,5491.85,5136.87,0.0691,19,225,0,2024-12-28,2025-01-08,0
lst_000028535,dealer,dlr_000168,Peugeot,hybrid,manual,2016,10,131299,8597.8,8337.09,0.0313,14,452,1,2025-05-26,2025-06-10,0
lst_000028536,dealer,dlr_000153,VW,electric,manual,2011,15,282976,3865.72,3539.06,0.0923,9,806,0,2025-02-03,2025-02-17,0
lst_000028537,dealer,dlr_000176,Mercedes,petrol,manual,2019,7,118232,15819.12,16241.42,-0.026,15,745,0,2025-10-28,2025-11-30,0
lst_000028538,dealer,dlr_000198,Toyota,diesel,manual,2019,7,77239,14422.17,13966.14,0.0327,18,691,0,2024-11-12,2024-11-26,0
lst_000028539,dealer,dlr_000185,Hyundai,petrol,manual,2016,10,183027,9709.42,10048.4,-0.0337,13,674,0,2025-12-16,2025-12-23,0
lst_000028540,dealer,dlr_000128,Hyundai,diesel,automatic,2018,8,197620,9394.59,9207.69,0.0203,21,314,1,2024-01-28,2024-03-19,0
lst_000028541,dealer,dlr_000225,Skoda,diesel,automatic,2015,11,211175,7580.07,7504.96,0.01,17,457,1,2024-04-13,2024-05-08,0
lst_000028542,dealer,dlr_000137,Audi,diesel,manual,2012,14,270670,6868.94,6932.09,-0.0091,11,373,1,2023-12-07,2023-12-21,0
lst_000028543,dealer,dlr_000062,Toyota,petrol,automatic,2025,1,0,28415.34,30058.54,-0.0547,11,660,0,2026-01-24,,1
lst_000028544,dealer,dlr_000141,BMW,hybrid,manual,2018,8,128425,16100.58,15276.62,0.0539,12,364,1,2026-01-11,,1
lst_000028545,dealer,dlr_000197,Toyota,petrol,manual,2011,15,236863,4393.56,4323.75,0.0161,16,421,0,2024-12-27,2025-02-17,0
lst_000028546,dealer,dlr_000210,Renault,petrol,manual,2009,17,347163,4390.47,4136.4,0.0614,18,182,0,2025-06-18,2025-08-29,0
lst_000028547,dealer,dlr_000202,Mercedes,petrol,automatic,2013,13,252902,8093.99,8358.25,-0.0316,16,537,0,2024-02-05,2024-02-19,0
lst_000028548,private,,Toyota,electric,manual,2024,2,51694,24168.06,25327.67,-0.0458,12,675,0,2023-12-21,2024-01-10,0
lst_000028549,dealer,dlr_000226,Ford,petrol,automatic,2018,8,123236,11446.35,11982.48,-0.0447,15,772,1,2025-05-08,2025-05-30,0
lst_000028550,dealer,dlr_000211,VW,diesel,manual,2008,18,328511,2531.87,2402.97,0.0536,13,833,0,2025-12-30,,1
lst_000028551,dealer,dlr_000230,Renault,diesel,manual,2021,5,116952,14966.58,14265.81,0.0491,10,490,1,2025-07-10,2025-07-30,0
lst_000028552,private,,BMW,petrol,automatic,2014,12,248061,9288.72,10163.06,-0.086,18,426,0,2024-06-29,2024-07-08,0
lst_000028553,private,,Renault,electric,manual,2025,1,27568,22714.48,24029.44,-0.0547,7,707,0,2023-10-11,2023-12-14,0
lst_000028554,dealer,dlr_000164,Hyundai,petrol,automatic,2018,8,152391,9819.16,9761.21,0.0059,21,878,1,2024-03-28,2024-05-30,0
lst_000028555,dealer,dlr_000269,Renault,petrol,manual,2018,8,189286,9345.13,9387.18,-0.0045,14,226,0,2025-08-26,2025-09-24,0
lst_000028556,private,,Skoda,diesel,automatic,2023,3,17646,20056.8,20441.0,-0.0188,17,422,0,2024-07-28,2024-08-13,0
lst_000028557,dealer,dlr_000150,Toyota,petrol,automatic,2025,1,34001,31874.28,30089.27,0.0593,8,585,0,2024-01-06,2024-01-17,0
lst_000028558,private,,Skoda,hybrid,manual,2023,3,61015,22026.4,20852.34,0.0563,8,852,0,2025-10-11,2025-11-05,0
lst_000028559,dealer,dlr_000278,BMW,hybrid,automatic,2014,12,247937,7261.0,7614.77,-0.0465,19,607,1,2024-08-20,2024-09-11,0
lst_000028560,dealer,dlr_000021,Peugeot,hybrid,automatic,2012,14,274299,3586.1,3321.44,0.0797,14,456,1,2024-12-28,2025-02-15,0
lst_000028561,dealer,dlr_000255,Skoda,petrol,automatic,2014,12,208403,5359.75,5135.55,0.0437,12,428,0,2024-04-04,2024-04-26,0
lst_000028562,dealer,dlr_000169,Mercedes,petrol,manual,2018,8,115450,13269.78,13297.17,-0.0021,21,295,0,2025-06-24,2025-07-05,0
lst_000028563,dealer,dlr_000149,Peugeot,petrol,manual,2010,16,270712,3513.08,3192.48,0.1004,6,326,0,2023-09-02,2023-09-16,0
lst_000028564,dealer,dlr_000152,Hyundai,petrol,automatic,2016,10,166711,7614.24,7567.48,0.0062,13,945,0,2024-08-06,2024-08-24,0
lst_000028565,private,,Opel,diesel,manual,2008,18,313813,1406.35,1314.99,0.0695,13,742,0,2025-09-14,2025-10-19,0
lst_000028566,private,,Mercedes,diesel,manual,2011,15,286228,4870.94,5354.98,-0.0904,11,289,0,2026-01-12,2026-01-30,1
lst_000028567,private,,Hyundai,electric,automatic,2025,1,0,24441.19,25418.82,-0.0385,7,614,0,2024-10-24,2024-12-16,0
lst_000028568,dealer,dlr_000167,Toyota,diesel,manual,2014,12,195841,8017.47,7620.68,0.0521,5,434,0,2025-08-07,2025-09-08,0
lst_000028569,dealer,dlr_000223,Renault,petrol,manual,2009,17,267526,3370.94,3345.87,0.0075,17,357,1,2025-10-16,2025-11-12,0
lst_000028570,dealer,dlr_000147,Hyundai,diesel,manual,2012,14,244037,4963.94,4758.58,0.0432,13,678,0,2023-08-13,2023-10-05,0
lst_000028571,private,,VW,petrol,manual,2021,5,61762,18263.43,16940.66,0.0781,15,657,0,2024-05-17,2024-06-09,0
lst_000028572,dealer,dlr_000138,VW,petrol,automatic,2010,16,296826,4053.44,4121.95,-0.0166,10,1051,0,2024-06-29,2024-08-08,0
lst_000028573,dealer,dlr_000161,Peugeot,hybrid,automatic,2008,18,323769,1299.42,1203.84,0.0794,13,512,0,2025-07-28,2025-08-18,0
lst_000028574,dealer,dlr_000224,Renault,petrol,automatic,2014,12,236175,5053.82,5011.23,0.0085,13,591,0,2024-03-28,2024-04-13,0
lst_000028575,private,,Hyundai,hybrid,manual,2018,8,156376,9416.58,9307.14,0.0118,13,702,0,2026-01-26,,1
lst_000028576,dealer,dlr_000238,Skoda,electric,manual,2009,17,298348,2249.92,2360.68,-0.0469,18,797,0,2024-02-17,2024-05-02,0
lst_000028577,private,,Peugeot,petrol,manual,2011,15,271159,5062.3,5403.47,-0.0631,13,130,0,2024-03-10,2024-04-29,0
lst_000028578,dealer,dlr_000203,Renault,petrol,automatic,2018,8,122638,10096.28,10196.41,-0.0098,14,509,0,2025-04-16,2025-05-25,0
lst_000028579,private,,Hyundai,diesel,automatic,2022,4,59085,16811.51,18052.07,-0.0687,16,581,0,2025-06-08,2025-07-14,0
lst_000028580,dealer,dlr_000007,BMW,hybrid,automatic,2012,14,242501,6009.25,5888.41,0.0205,11,678,1,2025-07-25,2025-08-08,0
lst_000028581,dealer,dlr_000202,Hyundai,hybrid,manual,2012,14,277168,4849.2,4681.48,0.0358,15,173,0,2025-02-24,2025-03-08,0
lst_000028582,dealer,dlr_000019,Opel,petrol,automatic,2014,12,213565,6059.95,6202.22,-0.0229,16,53,1,2025-03-29,2025-06-28,0
lst_000028583,private,,Audi,diesel,manual,2008,18,350000,3768.0,3778.29,-0.0027,12,905,0,2026-01-23,,1
lst_000028584,dealer,dlr_000021,Opel,diesel,automatic,2012,14,191446,6687.12,6711.03,-0.0036,11,793,0,2024-02-06,2024-04-11,0
lst_000028585,dealer,dlr_000000,Opel,electric,manual,2020,6,89021,13686.11,13144.17,0.0412,16,624,0,2023-11-15,2023-12-22,0
lst_000028586,dealer,dlr_000140,Hyundai,diesel,automatic,2019,7,127091,10577.15,11208.9,-0.0564,11,638,0,2024-04-10,2024-04-28,0
lst_000028587,dealer,dlr_000180,VW,electric,automatic,2025,1,15319,30280.36,28567.06,0.06,13,529,1,2025-12-28,2026-01-17,0
lst_000028588,dealer,dlr_000186,Peugeot,diesel,manual,2019,7,105129,12350.77,11115.6,0.1111,11,638,0,2025-04-09,2025-05-05,0
lst_000028589,dealer,dlr_000079,VW,hybrid,manual,2025,1,2704,27841.4,30055.43,-0.0737,18,371,0,2024-07-29,2024-08-27,0
lst_000028590,private,,BMW,petrol,automatic,2011,15,264048,5505.25,5304.58,0.0378,18,367,0,2024-10-03,2024-11-06,0
lst_000028591,dealer,dlr_000102,Mercedes,diesel,manual,2022,4,47395,25168.43,25558.22,-0.0153,6,30,0,2024-03-28,2024-05-06,0
lst_000028592,private,,Mercedes,petrol,automatic,2023,3,58244,28763.07,26728.05,0.0761,17,839,0,2025-07-05,2025-08-25,0
lst_000028593,dealer,dlr_000248,VW,petrol,automatic,2020,6,180752,13504.73,12494.06,0.0809,12,503,0,2024-03-01,2024-03-17,0
lst_000028594,dealer,dlr_000097,Mercedes,petrol,automatic,2014,12,185029,8104.04,7987.58,0.0146,19,601,1,2025-12-13,2026-01-21,0
lst_000028595,dealer,dlr_000150,Skoda,diesel,manual,2022,4,83958,16806.33,17044.4,-0.014,15,252,0,2025-07-01,2025-08-06,0
lst_000028596,dealer,dlr_000065,Skoda,petrol,automatic,2010,16,290474,5230.52,4968.62,0.0527,15,862,0,2023-09-21,2023-12-22,0
lst_000028597,dealer,dlr_000138,VW,petrol,automatic,2016,10,189826,8178.89,8446.5,-0.0317,14,282,0,2024-10-11,2024-10-29,0
lst_000028598,dealer,dlr_000212,Renault,electric,automatic,2016,10,171779,8776.91,8673.98,0.0119,12,807,0,2023-08-03,2023-10-09,0
lst_000028599,dealer,dlr_000066,VW,petrol,automatic,2011,15,284400,3484.29,3369.57,0.034,22,534,0,2025-10-24,2025-12-03,0
lst_000028600,dealer,dlr_000159,Opel,diesel,manual,2024,2,19192,20741.25,21439.48,-0.0326,14,567,1,2024-09-01,2024-09-15,0
lst_000028601,private,,Fiat,diesel,manual,2009,17,331354,3046.6,3271.63,-0.0688,12,298,0,2024-07-13,2024-08-04,0
lst_000028602,dealer,dlr_000210,VW,petrol,automatic,2015,11,184906,6788.84,6878.94,-0.0131,12,833,0,2024-04-30,2024-06-06,0
lst_000028603,dealer,dlr_000169,Skoda,hybrid,automatic,2010,16,300145,3657.46,3796.74,-0.0367,15,665,0,2025-11-23,2025-12-06,0
lst_000028604,dealer,dlr_000199,VW,hybrid,automatic,2016,10,187448,8996.62,8102.14,0.1104,12,844,0,2025-05-10,2025-05-26,0
lst_000028605,dealer,dlr_000216,Toyota,petrol,manual,2015,11,182718,8138.65,7746.72,0.0506,13,136,1,2024-11-25,2024-12-07,0
lst_000028606,dealer,dlr_000033,Audi,petrol,automatic,2011,15,257976,4493.53,4412.16,0.0184,10,193,0,2023-09-08,2023-10-31,0
lst_000028607,dealer,dlr_000047,Fiat,diesel,manual,2011,15,283962,3423.96,3395.42,0.0084,15,161,1,2024-08-17,2024-09-06,0
lst_000028608,private,,Ford,petrol,automatic,2016,10,181842,7450.55,7837.0,-0.0493,15,276,1,2024-08-26,2024-09-11,0
lst_000028609,dealer,dlr_000021,Skoda,petrol,automatic,2009,17,313541,2790.96,2831.53,-0.0143,14,729,0,2024-11-07,2024-11-27,0
lst_000028610,private,,VW,petrol,manual,2022,4,81109,17037.71,18879.59,-0.0976,9,216,0,2024-05-29,2024-06-28,0
lst_000028611,dealer,dlr_000179,BMW,diesel,manual,2013,13,250997,6435.69,6449.46,-0.0021,15,295,0,2024-11-27,2024-12-22,0
lst_000028612,private,,Hyundai,diesel,manual,2016,10,162033,8813.1,8843.84,-0.0035,17,419,0,2024-09-15,2024-10-06,0
lst_000028613,dealer,dlr_000258,VW,diesel,automatic,2009,17,320188,3049.38,2814.84,0.0833,13,443,0,2025-12-11,2026-01-21,0
lst_000028614,private,,Audi,diesel,manual,2009,17,299940,6344.35,5839.73,0.0864,20,464,0,2024-12-26,2025-02-18,0
lst_000028615,dealer,dlr_000022,VW,diesel,automatic,2015,11,169236,7589.33,7369.07,0.0299,17,474,1,2024-04-10,2024-05-14,0
lst_000028616,dealer,dlr_000128,Audi,petrol,automatic,2011,15,317547,3864.71,4043.49,-0.0442,9,869,0,2025-01-06,2025-03-23,0
